	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS10c	SBS10d	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS18	SBS19	SBS20	SBS21	SBS22a	SBS22b	SBS23	SBS24	SBS25	SBS26	SBS27	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS42	SBS44	SBS45	SBS46	SBS47	SBS50	SBS51	SBS53	SBS54	SBS56	SBS57	SBS58	SBS59	SBS84	SBS85	SBS86	SBS87	SBS88	SBS89	SBS90	SBS92	SBS93	SBS94	SBS95	SBS96	SBS97	SBS98	SBS99
Sample33	0.0	0.0	0.16957459712466313	0.037270447511228204	0.20071718730286559	0.0	0.0	0.0	0.0	0.0	0.04315898442935781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04633573821227097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018023120780526317	0.0	0.0	0.0	0.0	0.0	0.02789676745140033	0.0	0.0	0.0	0.02413418392360972	0.04660342751223907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.024572497795292286	0.0	0.0	0.0	0.0	0.0	0.0	0.028335812455115565	0.0	0.0	0.011661033877556216	0.0	0.22293356509219037	0.0	0.09209845157333639	0.0	0.0	0.0	0.0	0.006684184958347913
Sample34	0.0	0.0	0.19361646707139238	0.0	0.09018052265578509	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005506056099962099	0.0	0.0	0.0	0.04748763198818067	0.0	0.0	0.029664243589424624	0.0	0.0	0.0	0.0	0.0	0.0	0.027757103837399336	0.0	0.0	0.0	0.027184444385254098	0.006882314946736688	0.04034190818799203	0.0	0.0	0.0	0.0	0.0	0.005582935596897652	0.04156789286877668	0.022037541529156997	0.0	0.0	0.0	0.0	0.0	0.0027107675364970644	0.0	0.0	0.0	0.0	0.0	0.01436819850906993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008448383736789983	0.022515372503115656	0.0	0.1324084983077188	0.028876117441080276	0.2466800582916582	0.0	0.00618354091711178	0.0	0.0	0.0
Sample35	0.0	0.0	0.08335328530761749	0.0	0.03670727368053235	0.0	0.0	0.0	0.0	0.0	0.06126196282706627	0.0	0.0	0.0	0.0	0.0	0.031042894021434463	0.03144850837302637	0.0	0.0	0.0	0.04811902548817285	0.004576405474542192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039983895972091704	0.06896770140792056	0.0	0.0	0.04660704088126655	0.0	0.008409548068503537	0.0	0.0	0.0	0.0	0.0	0.0	0.04296151705548609	0.0	0.006365269232934501	0.03989278187219165	0.0	0.05157398530034026	0.0	0.010035649380033995	0.0	0.0	0.0	0.0	0.0	0.002503751962204606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03834483265472747	0.08801602283681362	0.21519307642399385	0.0	0.0	0.009254693243983283	0.0	0.0353808785351164
Sample36	0.0	0.0	0.10359675472009278	0.050949903371139076	0.030294070433192915	0.0	0.0	0.0	0.0	0.018038354565774004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027315601115325373	0.012063294353600233	0.0	0.0	0.03478781230300887	0.0	0.0	0.0	0.0	0.0	0.0468919783686354	0.01811434649368097	0.0	0.0	0.0	0.0	0.03444826669251932	0.0	0.0	0.0	0.0	0.005260989347279262	0.01925602686881951	0.01810873520908466	0.0	0.0	0.1548518855377576	0.0	0.0	0.0	0.0	0.03141430174107977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04238653419655858	0.0	0.0	0.0	0.0	0.17952941075756712	0.030150541501403647	0.12582258885154354	0.0	0.0	0.0	0.0	0.016718603571937277
Sample37	0.0	0.0	0.013975495557201246	0.0	0.07621970633491619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06192625218892748	0.0	0.0	0.0	0.025934739089155365	0.0	0.0	0.015334205720840242	0.0	0.0	0.0	0.0	0.027907574777447815	0.03045694932313649	0.09574256890323149	0.0	0.0	0.0	0.0	0.0	0.019374794254147114	0.0	0.0	0.0	0.0	0.0	0.0	0.0427787730915624	0.0	0.08727684341635036	0.07140541655853652	0.0	0.02080987887115028	0.0	0.03474333250113797	0.0	0.0	0.0	0.0	0.0	0.018209323727662884	0.0	0.0	0.0	0.0	0.018901486039418255	0.0	0.0	0.0	0.02328433231058755	0.017007490801596838	0.0	0.038439770141626535	0.0	0.18927706190579058	0.0	0.0013932843688708194	0.02889276945055925	0.010847607381389224	0.02986034328475731
Sample38	0.0	0.0	0.1468296498045098	0.0	0.1165585232033914	0.0	0.0	0.0	0.0	0.0	0.05273074099745915	0.0	0.0	0.0	0.0	0.0	0.0	0.0021157047199448103	0.005803158094479397	0.0	0.0	0.02510710677199629	0.006370954938358491	0.0	0.0	0.0	0.0	0.0	0.0	0.022894883098087685	0.0	0.0	0.03292837755039271	0.0	0.0	0.0	0.0	0.03950567884242806	0.0	0.0	0.0	0.0	0.012749124847681849	0.0	0.0	0.0	0.0	0.14813919049983842	0.0	0.0	0.02435786264287127	0.0	0.0	0.0	0.012625293776452603	0.0	0.02036018598197703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1645776238754483	0.015341750992578125	0.12417597136413416	0.0	0.014971077214483304	0.011857140783487008	0.0	0.0
Sample39	0.0	0.0	0.1881122823506707	0.0	0.053730683230519674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029243682613021137	0.0	0.0	0.0	0.07432466490544688	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02590244508206046	0.0	0.0	0.024528536748533947	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003931898810387287	0.22924269359819777	0.0	0.021298842745190893	0.0	0.028910468277173584	0.0	0.0	0.0	0.0	0.0	0.003609311197168496	0.0	0.0	0.0	0.0	0.00848659283353167	0.0	0.0	0.045928859627811826	0.0	0.0	0.0	0.14102747850438818	0.0	0.12172155947589736	0.0	0.0	0.0	0.0	0.0
Sample40	0.0	0.0	0.06551852182614618	0.055085681069969916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013393947439033311	0.025665718589876464	0.0	0.0	0.0	0.04189310484875637	0.0	0.0	0.0	0.02703154923021991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03619808304870952	0.0	0.031242435087004673	0.0	0.0	0.0	0.0	0.0	0.0	0.06110315399141326	0.0	0.013209171238620037	0.1794082288670426	0.0	0.0	0.047459499220611046	0.013898824735643148	0.03162526937309687	0.0	0.0	0.0	0.013878785490390963	0.0	0.0	0.0	0.01695214032525224	0.0	0.0	0.0	0.01884464074496905	0.0	0.026527553639878354	0.0	0.0	0.11919469083956309	0.0	0.09541464745933588	0.0	0.06645435293446718	0.0	0.0	0.0
Sample41	0.0	0.0	0.04625309121052313	0.0678052862994328	0.07220632658342105	0.0	0.0	0.0	0.0	0.0	0.038257691628316395	0.0	0.0	0.0	0.0	0.0	0.0	0.08664312289728436	0.0	0.0	0.0	0.02066511511802357	0.0	0.0	0.0	0.0	0.0	0.0025911655952016296	0.0	0.05535926611901763	0.0	0.039972955917726774	0.012298352308340598	0.0	0.0	0.0	0.0	0.016035428485340845	0.0	0.0	0.0	0.0	0.0	0.0	0.02618413891727106	0.0	0.0918115834734324	0.08571749701718152	0.0	0.0	0.0	0.0	0.0	0.0	0.015417417864540137	0.0	0.010932352819493528	0.02297218955978055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05911018977028343	0.0	0.0	0.0	0.17278807768729743	0.0	0.010117179181288592	0.03721971715151479	0.0	0.009641854395288049
Sample42	0.0	0.0	0.12514663468833057	0.04063065489591189	0.1432875144289078	0.0	0.0	0.03602778764359965	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008380627370001592	0.0	0.0	0.001683605193890445	0.0	0.0	0.02489425645674196	0.0	0.0	0.0	0.0	0.055817064197188085	0.0	0.0	0.0	0.0	0.003804768037971836	0.0	0.0	0.0	0.0	0.0	0.013223701975045984	0.04441238589111969	0.0	0.04131447375181013	0.09584451324333115	0.0	0.047481476022091414	0.0	0.0	0.0	0.0	0.0	0.0	0.008208359388678655	0.0028266860086019804	0.0	0.0	0.02831321546432761	0.0	0.00599531604418142	0.0	0.0	0.0	0.0	0.000890658601306892	0.0	0.11674177822149194	0.0	0.13683375115403132	0.0	0.0030467694694285025	0.0	0.0	0.015194001852009534
Sample43	0.0	0.0	0.017049439815796465	0.0	0.0	0.0	0.0	0.0	0.017803833223740347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02397435439640831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008474286551078545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025305892207948894	0.0	0.0	0.0	0.0678968120900209	0.0	0.0	0.2600786591115349	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00441045249586422	0.00465588277042224	0.0	0.0	0.0	0.0	0.0	0.0	0.005378983920918509	0.0	0.0	0.0	0.0	0.21383637506426492	0.04428753611786222	0.2145369160089595	0.0	0.03894046385245738	0.0008075931284175126	0.0	0.05256251924430509
Sample44	0.0	0.0	0.025601021126344055	0.0204394000419642	0.16172878091315293	0.0	0.0	0.0	0.0	0.0	0.031925630443846775	0.0	0.0	0.0	0.0	0.0	0.0061972767184711374	0.030081128701612267	0.0	0.0	0.0	0.030144538435666147	0.007061418305674536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03132242133441874	0.0	0.0	0.0	0.0	0.0	0.0	0.03525330594204991	0.017356912874893236	0.0	0.2108350349767697	0.0	0.02711747196584716	0.0	0.0	0.0	0.0	0.0	0.0	0.017343241918259106	0.012541670008504757	0.0	0.0	0.0	0.0	0.005999733605171978	0.0	0.009690149989610451	0.0	0.007936606555897167	0.05668147941628691	0.0	0.06709622074455941	0.0	0.16268591830225437	0.0	0.0	0.0	0.0	0.024960637678745103
Sample45	0.0	0.0	0.059930249662403005	0.0	0.08389730096177447	0.0	0.0	0.0	0.0	0.0	0.024243368958521583	0.0	0.0	0.0	0.0	0.0	0.0	0.03852309394223321	0.0	0.0	0.0	0.012425514750413097	0.0	0.0	0.0027348968064997963	0.0	0.0	0.0	0.0	0.0	0.0	0.032728072610496727	0.0	0.0	0.02000390015548589	0.0	0.0	0.046052800593066885	0.0	0.0	0.004811156281879674	0.0	0.0	0.0	0.0	0.0	0.04341952149665925	0.10636113207666929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032305029420425825	0.0	0.0	0.0	0.0	0.022885492216794725	0.0	0.0	0.0	0.01566936138157419	0.028046193642660967	0.0	0.14252741476484032	0.006105793122898067	0.2773297071547032	0.0	0.0	0.0	0.0	0.0
Sample46	0.0	0.0	0.08217738141474037	0.0	0.020696109340029644	0.0	0.0	0.03585042938478865	0.0	0.0	0.02023465068631726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04213780584595167	0.0	0.0	0.0030501559086167536	0.00401023761197879	0.0	0.01749175126659204	0.0	0.011526152263065588	0.0	0.0	0.0640154658728352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03664158168908796	0.0	0.0	0.0	0.02560989550390439	0.0	0.0	0.1553803243360984	0.0	0.0	0.0	0.01974359098204602	0.0	0.0	0.0	0.0	0.01990245796575718	0.0	0.0	0.0	0.0	0.0	0.011161393560904738	0.0	0.009106245667543087	0.0	0.0	0.02204917232782527	0.0	0.19543330380324267	0.0	0.18881386490300991	0.0	0.0	0.0	0.0	0.014968029665664295
Sample47	0.0	0.0	0.06735573539880878	0.05837314510978864	0.0	0.0	0.0	0.0	0.0	0.0	0.010034241015824393	0.0	0.0	0.0	0.0	0.0	0.0	0.05499760187454329	0.0	0.0	0.0	0.06544977366488694	0.0	0.0	0.008286666783313698	0.0010355388857844299	0.0	0.0	0.0	0.0	0.0	0.039468703406993724	0.0	0.0	0.0	0.0	0.0	0.05457965885832739	0.0	0.0	0.0	0.0	0.0	0.0	0.03567446221343292	0.0	0.0	0.2747393203557549	0.0	0.013876601768192859	0.0	0.011297645249157169	0.0	0.0	0.0	0.0	0.0	0.018759113428740464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023329539340394116	0.0	0.1474123432223317	0.0	0.022405862168328856	0.023600792009841366	0.0	0.06932325524555419
Sample48	0.0	0.0	0.09151340219662175	0.010285078356716989	0.09425959938766468	0.0	0.0	0.0	0.0	0.0	0.005139442771108521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00902136152072614	0.0	0.0	0.007767534377173566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04031787983643365	0.0	0.0	0.0	0.0	0.0	0.04200368747255899	0.0	0.0	0.0	0.018765235653624413	0.05263605744117104	0.07346704486285037	0.066899068885283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.020643313016949168	0.0	0.0	0.0	0.0	0.023514217771460785	0.0	0.0	0.0	0.027918355447327195	0.02190251583370866	0.0	0.16175608946209324	0.025760836817100948	0.2064292788894268	0.0	0.0	0.0	0.0	0.0
Sample49	0.0	0.0	0.01179258045111255	0.0	0.11976668101558322	0.0	0.0	0.0	0.03325988692621591	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017376447128305328	0.0	0.0	0.03891690427776803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022910456521155285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05099610924115894	0.0	0.0	0.18437273384308298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025788196560396288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0262021434022115	0.0	0.0	0.019582179248741886	0.0	0.25706529663237915	0.002461242504370596	0.13867662946806622	0.0	0.0	0.015968286745732366	0.0	0.03486422603371979
Sample50	0.0	0.0	0.015150991277221446	0.0	0.16527695022042757	0.0	0.0	0.0	0.0	0.0	0.013613464098742287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032116969249662106	0.0	0.0	0.026185951049835902	0.010103907299709728	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027622208326092128	0.02928067129375486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04429686774786762	0.012525270540613887	0.16136488627131296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05211134655837039	0.0	0.0	0.0	0.0	0.021734363188012924	0.0	0.04427308860922648	0.0	0.020217991206805737	0.01797283079469926	0.0	0.04635464072585727	0.0	0.2310157571879488	0.0	0.0	0.01722208589730771	0.0	0.011559758456530907
Sample51	0.0	0.0	0.1973229290708173	0.0	0.139473195961846	0.0	0.0	0.0	0.0	0.0	0.06750269724896751	0.0	0.0	0.0	0.0	0.0	0.0	0.013355704554279911	0.0	0.0	0.0	0.03879444033120158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.038435004954556456	0.0	0.014473468231765103	0.02360321470826165	0.0	0.0	0.0	0.009024407518355393	0.02137840085841833	0.0	0.0	0.0	0.0	0.014660586569246258	0.0	0.0	0.0	0.0	0.12263171478245402	0.0	0.006117737734769842	0.0	0.041884515377368245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025907793895201942	0.0	0.0	0.025585395460055168	0.0	0.12069280131284944	0.0	0.07400731119906741	0.0	0.005148680230518436	0.0	0.0	0.0
Sample52	0.0	0.0	0.09884441676736447	0.043023187994423416	0.017886518661357684	0.0	0.0	0.0	0.0	0.0300939333497392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03292268405854202	0.0	0.0	0.0	0.04652506730027512	0.010586548214887248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05617993131189542	0.012071895385602476	0.0	0.0	0.0	0.00933820271767326	0.0	0.0	0.0	0.07602436853333833	0.0	0.0	0.21752946350163516	0.0	0.0	0.0	0.014936636452958316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037406109967353567	0.008223026486108643	0.0	0.08434906541020937	0.0	0.19193409626479166	0.0	0.04406631562886625	0.0017240309635963872	0.0	0.0
Sample53	0.0	0.0	0.0	0.0	0.017455723805697737	0.0	0.0	0.0	0.0	0.0	0.00307300369267254	0.0	0.0	0.0	0.0	0.0	0.0	0.036861353038758406	0.0	0.0	0.0	0.0	0.0	0.0	0.029743612494792463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012465496728435414	0.0	0.0	0.0	0.0	0.0	0.007264054592173475	0.11024200153113299	0.0	0.0	0.10793010642720306	0.0	0.009573532631251611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008567631616119446	0.0	0.0	0.0	0.0	0.03362155457135262	0.0	0.0	0.0	0.023816251619962984	0.0	0.0	0.29854009907510876	0.007595192157271896	0.22050412677976078	0.0	0.06755278760511614	0.005193471633189585	0.0	0.0
Sample54	0.0	0.0	0.1223702133044695	0.024098770044478617	0.0	0.0	0.0	0.05817883849689791	0.0	0.0	0.06104421970052342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10684886602998864	0.004144432679222047	0.0	0.0	0.031954124037190654	0.0	0.0	0.0	0.0	0.0	0.051931177181389114	0.11060778197989768	0.0	0.0	0.0	0.0	0.05551092031047659	0.0	0.0	0.0	0.0	0.015201261145091644	0.0	0.027895859366568222	0.0	0.0	0.1408055107034882	0.0	0.0	0.0	0.0	0.02228838027870231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00294311940888356	0.0	0.0	0.0	0.0	0.004200205629468849	0.0	0.12159009759571576	0.0	0.007539181562235573	0.010034191153579489	0.0	0.020812849391732145
Sample55	0.0	0.0	0.13769114817909137	0.07736964970005629	0.07349615335253043	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.054797716684659756	0.015630787199356705	0.0	0.0	0.010164773103812329	0.0	0.0	0.03283461044256208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05566664877849412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01868946932310887	0.0	0.01387210303423507	0.1009648890565391	0.0	0.0	0.0	0.0	0.0	0.0	0.017458732164964963	0.0	0.0	0.02061095120420105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04512629212960617	0.0	0.0	0.09901613698239016	0.02201290659104887	0.1581229549439156	0.0	0.04647407712942709	0.0	0.0	0.0
Sample56	0.0	0.0	0.11346810584201877	0.03195296631487289	0.25711452651633354	0.0	0.0	0.0	0.0	0.0	0.0365451835257426	0.0	0.0	0.0	0.0	0.0	0.0	0.027316081976422858	0.0	0.0	0.0	0.0	0.01201012642259825	0.0	0.0	0.008973588908231996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.022217813221079147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008929996292205485	0.0	0.0	0.0832463679690871	0.0	0.0	0.0	0.0	0.0	0.0	0.037825389649923394	0.0	0.0	0.02738879706419991	0.0	0.0	0.0	0.0	0.0	0.0	0.0530928241270085	0.0	0.01956740336365858	0.0	0.0	0.0464373700001127	0.0	0.16265405765284854	0.0	0.013739613310797165	0.03751978784285856	0.0	0.0
Sample57	0.0	0.0	0.05768307096180252	0.0	0.03027438122255336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06228814105504777	0.0	0.0	0.0	0.0480952619015919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004831031886650591	0.0	0.0	0.0	0.0014070774325720264	0.0	0.0	0.0	0.0	0.0	0.0	0.0016680642266388463	0.09430163324905287	0.0	0.0	0.08121535462126665	0.0	0.05018293565274106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016230214996294155	0.0	0.0	0.0	0.0	0.034203621879923735	0.0	0.205230368146822	0.0	0.2653203128555663	0.0	0.027696845394316136	0.0	0.0	0.01937168451716013
Sample58	0.0	0.0	0.0	0.04840433508331598	0.0	0.0	0.0	0.0	0.0	0.0	0.0335351230544881	0.0	0.0	0.0	0.0	0.0	0.0	0.056312965079870894	0.0	0.0	0.0	0.07015404143602846	0.009921232317254055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.028616951817907035	0.0	0.0	0.03650544402200815	0.0	0.0	0.01689703484551287	0.0	0.0	0.0	0.045011338751495045	0.0	0.0	0.19839517530100179	0.0	0.0	0.0410049045229824	0.00015334852333774118	0.0	0.0	0.0	0.0	0.0	0.013910203103502331	0.0	0.0	0.0	0.0	0.0	0.0	0.009877341359616945	0.0	0.0028368011207302746	0.0	0.0	0.13923219046470986	0.0	0.20435721765679896	0.0	0.0038838682478133154	0.026471582922389672	0.014518900369236202	0.0
Sample59	0.0	0.0	0.06818100180749737	0.07244682551266987	0.05729351524302495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05930432201963371	0.01107859202543254	0.0	0.0	0.06609304303305664	0.0	0.0	0.0	0.010635461759407258	0.0	0.0	0.0	0.029617126935700355	0.0	0.0	0.0	0.0	0.0	0.0	0.03378149389446427	0.0	0.0	0.0	0.02811020990836578	0.0	0.0	0.0	0.040698375435116806	0.0	0.0	0.2039212151416378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013732202601679972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02031952293322464	0.0	0.0	0.12048066538556738	0.0	0.10845506579359052	0.0	0.029303734061115107	0.0	0.0	0.026547626508815047
Sample60	0.0	0.0	0.06731639075126994	0.03253642482248597	0.18043119083327466	0.0	0.0	0.0	0.0	0.0	0.03904996896273302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021642785101744954	0.0	0.0	0.0	0.0	0.0	0.015306752675893575	0.0	0.0	0.0	0.0	0.0	0.0	0.002335138513800473	0.005647175894946075	0.0	0.0	0.03563542178484646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037020392613527665	0.0	0.04732970161730573	0.20605357114262143	0.0	0.0	0.0	0.0	0.0	0.0	0.023257319120240275	0.0	0.0	0.016507737915275742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16534733932266066	0.010765863509376002	0.09381682541799752	0.0	0.0	0.0	0.0	0.0
Sample61	0.0	0.0	0.00783380489892776	0.0	0.18842645499580657	0.0	0.0	0.0	0.0	0.012866900732361877	0.018720582460374155	0.0	0.0	0.0	0.0	0.0	0.0	0.06737731248392219	0.0	0.0	0.0	0.01397299269632674	0.0	0.0	0.0	0.0	0.0	0.0351459798864593	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019130302346360848	0.04354880055194342	0.0	0.0	0.0	0.0	0.0	0.0	0.05291480755386609	0.0	0.046515449055503234	0.0220714220706353	0.0	0.0	0.0	0.0031574529961623577	0.0	0.0	0.0	0.0	0.0	0.02910385805878109	0.0	0.0	0.0	0.0	0.02083694686554072	0.0	0.0	0.0	0.0	0.07022192513610134	0.0	0.05958814256589846	0.0	0.2650875627199574	0.0	0.023479301925071003	0.0	0.0	0.0
Sample62	0.0	0.0	0.21654387853354096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001093348676198914	0.0	0.013021784058255235	0.0	0.0	0.05117907182684649	0.0	0.0	0.0	0.006695008159133172	0.0	0.0	0.0	0.0	0.0	0.04725076891654975	0.0	0.0	0.0	0.06661749575777816	0.0	0.03973035992391697	0.0	0.0	0.03490058060591203	0.0	0.0	0.03218486725119369	0.0	0.0	0.0	0.04367398655216992	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02640660530074499	0.0	0.0	0.0	0.0	0.0	0.0	0.02925075265169558	0.0	0.0	0.009811205572194722	0.0	0.16280304763033365	0.058360607591275336	0.12663430862822525	0.0	0.03273846994932686	0.001103852414708261	0.0	0.0
Sample63	0.0	0.0	0.0	0.18473431628860393	0.05307054111420106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1025888369514887	0.0	0.0	0.0	0.051170725221363136	0.011257438939026023	0.0	0.0	0.015604674547472615	0.0	0.01239435994184185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05583006797414757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016964092852308026	0.0	0.0069870554778326795	0.28724562141217347	0.0	0.0	0.0	0.0	0.0	0.0	0.025926230961751538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034187342669808815	0.0	0.0	0.029862026959329425	0.0	0.0029304722036488425	0.0	0.037585600269402455	0.0	0.01721672763472051	0.01556848535453494	0.0	0.038875383226344526
Sample64	0.0	0.0	0.0	0.052958487302265184	0.08135767888081966	0.0	0.0	0.0	0.0	0.0	0.012939375175025608	0.0	0.0	0.0	0.0	0.0	0.0	0.03926313808566855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014248342538337733	0.0	0.0	0.0	0.0	0.0	0.0	0.023672100576938093	0.0	0.0	0.0	0.023621792486388665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0576082818175397	0.07141786050025285	0.021695208961192824	0.1920760084765601	0.0	0.050529806516763635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02355252023648296	0.0	0.0	0.047778056742769144	0.0	0.0	0.0	0.015465151762561736	0.0	0.0	0.0	0.0	0.0285133139666306	0.05168136050230649	0.12004158091291939	0.0	0.017709972673443666	0.0	0.0	0.05386996188513355
Sample65	0.0	0.0	0.052853369522759895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0362378289753364	0.0	0.0	0.0	0.0	0.0	0.0	0.06989995941178868	0.0	0.0	0.0	0.04480830487676464	0.0	0.0	0.00907945606675268	0.0	0.0	0.019159535223056513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0358278233091683	0.0	0.03525378304401568	0.0	0.0009092793148414207	0.18649538479781086	0.0	0.04147479587742106	0.0	0.0	0.0	0.0	0.0	0.0	0.0031610277221075737	0.028243193718047635	0.0	0.0	0.0	0.0	0.0	0.0	0.005684061131051747	0.0	0.0	0.0	0.0	0.1787031204962348	0.0	0.20772692221523162	0.0	0.0	0.03451115088579876	0.0	0.009971003411811898
