	SBS2	SBS3	SBS4	SBS5	SBS7a	SBS7b	SBS7c	SBS8	SBS9	SBS11	SBS12	SBS16	SBS19	SBS20	SBS23	SBS24	SBS25	SBS26	SBS29	SBS31	SBS32	SBS35	SBS37	SBS38	SBS39	SBS40a	SBS40b	SBS40c	SBS41	SBS42	SBS44	SBS45	SBS46	SBS50	SBS53	SBS58	SBS84	SBS87	SBS89	SBS92	SBS93	SBS94	SBS95	SBS96	SBS97	SBS98	SBS99
Sample49	0.0	0.07734500976405144	0.0	0.1374258928934005	0.0	0.0	0.0	0.04163624071781041	0.0	0.0	0.006317977051503626	0.13464354038459134	0.0	0.0	0.0	0.0	0.07610428607832834	0.002519355571359688	0.0	0.0	0.0	0.0	0.0	0.0	0.009441231281385345	0.0	0.0	0.14276010025393476	0.0	0.0	0.0	0.0	0.03347521638708351	0.0	0.0	0.029571867582896764	0.0	0.0	0.05788306568274713	0.12053039906231836	0.0	0.13034581728858885	0.0	0.0	0.0	0.0	0.0
Sample50	0.0	0.029664162813631764	0.0	0.04091057463590968	0.0	0.0	0.0	0.015728172879018544	0.0	0.0	0.0	0.08657690557307668	0.0	0.04406321819996207	0.0	0.0	0.01094377598103515	0.0	0.0	0.06388396187266773	0.0	0.030538438404765663	0.0	0.0	0.0	0.0	0.0	0.07592500720719632	0.0	0.0	0.0	0.02641953610058857	0.10071911050046344	0.0	0.0	0.05049984743547912	0.0	0.0671278820955135	0.0	0.04470768597776406	0.0	0.1653916925182547	0.0	0.06316670871664799	0.029522960702940807	0.0	0.054210358385084534
Sample51	0.0	0.09418612397064975	0.0	0.035538185224439404	0.0	0.0	0.0	0.07199614083848775	0.0	0.0	0.0	0.0717917937908178	0.0	0.0	0.0	0.0	0.06425117120169675	0.0441770510325276	0.0	0.0	0.0	0.04768325599626582	0.0	0.0	0.0	0.0	0.05668123655997353	0.09163580358485877	0.0	0.0	0.0	0.0	0.046185343805632016	0.0	0.0	0.0	0.0	0.0	0.06865281900190982	0.09634106991579779	0.0	0.11062953298331649	0.0	0.00407588320827399	0.0	0.0	0.09617458888535278
Sample52	0.0	0.12209252100571652	0.0	0.0296479145011364	0.0	0.0	0.0	0.0	0.0	0.0	0.0036012429546427287	0.11859755339079596	0.0	0.0	0.0	0.0	0.02507790057100204	0.0317905152737721	0.0	0.0	0.13698688673069612	0.0	0.0	0.0	0.05097843307384899	0.0	0.0	0.12753783562181928	0.03174212158700891	0.0	0.0	0.0	0.06419945053200923	0.0	0.0	0.016604625208228977	0.0	0.0	0.12465915655240446	0.07935581176993033	0.03712803122698797	0.0	0.0	0.0	0.0	0.0	0.0
Sample53	0.0	0.09931333515665186	0.005410981601308872	0.1028763388219297	0.0	0.0	0.03316840043684145	0.008568532562046025	0.0	0.0	0.0	0.08710398625908439	0.0	0.017198175551115188	0.0	0.0	0.06930683499206532	0.028238929660730865	0.0	0.0	0.0	0.0	0.0	0.004243463242495466	0.04646657488518555	0.0	0.0	0.08896223666247649	0.0	0.0	0.0	0.051377965564473056	0.02160840710402309	0.0	0.0	0.0	0.0	0.0	0.0	0.07918671235186851	0.0	0.17022412923696295	0.038910708604328416	0.0	0.047834287306412815	0.0	0.0
Sample54	0.0	0.08121137433658732	0.0	0.14650119320776747	0.0	0.0	0.0	0.0200423366592985	0.0	0.0	0.013541707234344058	0.06029568074065975	0.0	0.0	0.0	0.0	0.05678825390991481	0.011840168979585298	0.0	0.0	0.0	0.0	0.0	0.0	0.031340984415531514	0.0	0.020161146961408992	0.12303846651890957	0.0	0.0	0.0	0.0	0.05977502678860918	0.0	0.0	0.0	0.0	0.024084486007416257	0.0	0.15318719847089352	0.0	0.16690207508372631	0.0	0.0	0.0	0.0	0.03128990068534745
Sample55	0.0	0.042442090419340474	0.05507832971817691	0.015301816348621747	0.0	0.0	0.0	0.0014662497347425333	0.0	0.0	0.0	0.02846129032180445	0.0	0.0	0.09755760170411179	0.0	0.09042253774214806	0.06849511170326679	0.0	0.016858048950150587	0.0	0.02444773991250235	0.0	0.0	0.08876643992115954	0.07296631758089532	0.055176125475942896	0.024536007806199123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09897230282260554	0.023262680275477187	0.16118943150345436	0.0	0.0	0.0	0.0	0.03459987805940043
Sample56	0.0	0.10486096276611702	0.0	0.07975428308730986	0.0	0.0	0.0	0.04880832101424882	0.0	0.0	0.0	0.06239797416583126	0.0	0.0	0.0	0.0	0.0	0.01478693569856827	0.0	0.0	0.06642044771906605	0.0	0.0	0.0	0.11528016965681637	0.07297342211502206	0.0	0.12205691193409064	0.0	0.0	0.06389057709468471	0.0	0.0	0.0	0.0	0.0	0.016485659598174714	0.01871489403238497	0.03945515754534633	0.07146999013609452	0.0	0.10264429343624429	0.0	0.0	0.0	0.0	0.0
Sample57	0.0	0.060536840686901246	0.0	0.06689888129508391	0.0	0.0	0.023820460035387354	0.030051713845237683	0.0	0.0	0.01929072755586496	0.13137636408513906	0.0	0.05592488315645872	0.0	0.0	0.0330375810378942	0.0	0.0	0.0	0.0	0.0	0.02416240388325773	0.0	0.05378147239177527	0.0	0.0	0.08894822832498424	0.0	0.0	0.09053677009155954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016136918586696133	0.11109874547394544	0.0	0.13871638223254942	0.0	0.052701115540394194	0.0	0.0	0.0029805117768708176
Sample58	0.0	0.09254089236098002	0.0	0.1327659883625383	0.0	0.0	0.0	0.03619920986307254	0.0	0.0	0.06522514052710941	0.08605967099247046	0.0	0.0	0.0	0.0	0.07030165388472503	0.007871226431831121	0.0	0.0	0.0	0.0	0.013192475651110909	0.0	0.07191510367132277	0.0	0.0	0.09944033879645803	0.0	0.0	0.0	0.0	0.028035974858051694	0.0	0.0	0.0	0.0	0.0	0.0	0.040209960636177614	0.0	0.18313331110578257	0.0	0.006721149871196475	0.06638790298717315	0.0	0.0
Sample59	0.0	0.11018531684088476	0.0	0.06666146006555228	0.0	0.0	0.0	0.021633690303933587	0.0	0.0	0.0	0.12311045507805728	0.0	0.0461458265636525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07245275810087758	0.0	0.04487634618813703	0.0	0.0499824263919906	0.1201010222072532	0.0	0.0	0.0	0.017116706399826744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12198659734748978	0.0	0.19723935106709414	0.0	0.0	0.0	0.0	0.008508043445250456
Sample60	0.0	0.07279244898029992	0.058828067677932624	0.07313045451326662	0.0	0.0	0.0	0.039069912038273515	0.0	0.0	0.004282922310235988	0.07457684360415806	0.0	0.0	0.0	0.0	0.06217430761122316	0.08854695181142067	0.0	0.0	0.07819110558786868	0.0	0.0	0.0	0.05391930413873234	0.06943497093707629	0.0	0.03948465304071594	0.0	0.0	0.025230409079161655	0.0	0.018378703030217665	0.0	0.0	0.0	0.0	0.0	0.0	0.10521074756074024	0.0	0.1367481980786766	0.0	0.0	0.0	0.0	0.0
Sample61	0.0	0.0620793418210371	0.0	0.08220826631324415	0.0	0.0	0.0	0.0	0.0	0.0	0.028223717536468833	0.05101995874436956	0.0	0.0	0.0	0.0	0.06972937402170318	0.006290764933022001	0.0	0.11019597250050436	0.0	0.0	0.0	0.0	0.1408665549748631	0.0	0.0313547345980969	0.076556940228737	0.0	0.0	0.08780324466078346	0.0	0.04753816585500191	0.0	0.0	0.0	0.0	0.0	0.0	0.15605242262397853	0.0	0.0	0.0	0.0	0.0	0.0	0.050080541188189956
Sample62	0.0	0.09216687783958182	0.0	0.0947778813294051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11384746755937893	0.0	0.04694668318642406	0.0	0.04807393748004612	0.0	0.010267488281701868	0.0	0.0	0.0	0.031634213730893715	0.0	0.0	0.0833659712410479	0.0	0.07054289543208386	0.09558416901852565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05830278782321206	0.0	0.0256119128591619	0.08636601360869499	0.05753414175613364	0.08497755885370849	0.0	0.0	0.0	0.0	0.0
Sample63	0.0	0.0732680239077256	0.0	0.13355168261210398	0.0	0.0	0.0	0.04379596461010609	0.0	0.0	0.05530076259366643	0.10342829424172374	0.0	0.0	0.0	0.0	0.04858982974900477	0.015920278181161183	0.0	0.0	0.0	0.0	0.0	0.0	0.04112900974039753	0.0	0.027853122887688844	0.07544644094135686	0.0454201235568604	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15595406707611578	0.0	0.18034239990208886	0.0	0.0	0.0	0.0	0.0
Sample64	0.0	0.11773286306410273	0.0	0.014505255956510242	0.0	0.0	0.0	0.10043347244874508	0.0	0.0	0.014605984320479852	0.07417693838119933	0.0	0.0	0.0	0.0	0.0	0.0	0.01808141823209021	0.07236188334604715	0.0	0.0	0.0	0.0	0.10845514218820367	0.0	0.050318035265132115	0.034331275777072165	0.0	0.0	0.0	0.0	0.09994005283896053	0.0	0.0	0.0	0.0	0.0	0.02741307497532845	0.0830630276541958	0.0	0.08306123007233662	0.060841930731241604	0.0	0.0340006316241859	0.0	0.006677783124168286
Sample65	0.0	0.0514406484339462	0.05914043172934835	0.02510134167639984	0.0	0.0	0.0	0.12826548837329524	0.0	0.0	0.03454485555872981	0.017929214400123922	0.0	0.0	0.0	0.0	0.03737186969940381	0.023193239463857162	0.0	0.0	0.0	0.0	0.03349296225057707	0.0	0.06293193652777446	0.0	0.1013234300809197	0.08461021352453649	0.019716013992539718	0.0	0.07721837440858055	0.0	0.008633387377891967	0.0	0.0	0.0	0.0	0.028024508833087478	0.0	0.036092933969207146	0.0	0.11649345236318134	0.0	0.0	0.05447569733659978	0.0	0.0
Sample66	0.0	0.12051327952654284	0.0	0.07738781526015799	0.0	0.0	0.0	0.13129010580596917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010561148488967975	0.05050665589179941	0.0	0.07600607055791517	0.0	0.014043109141194773	0.0	0.0	0.08821053411960787	0.0	0.0	0.08533503619388386	0.0	0.0	0.0	0.0	0.03980058849878688	0.0	0.0	0.0	0.055274495599644924	0.0	0.0	0.11057744610390471	0.0	0.12675999407990945	0.0	0.0	0.0	0.0	0.013733720731714987
Sample67	0.031538403678571005	0.06842198154324951	0.0	0.13034862121385712	0.0	0.0	0.02516087091418199	0.006768191061403205	0.0	0.0	0.032402062863064025	0.01568979027786976	0.0	0.0	0.0	0.0	0.008695567511157489	0.010326368374749526	0.0	0.04307512866068043	0.056021716137012706	0.02020002344045948	0.017661382909140523	0.0	0.06011480987167823	0.03576160758459961	0.0	0.07165741551740426	0.0	0.0	0.0	0.0	0.04496372790665309	0.018479143309802198	0.0	0.0	0.0	0.0	0.08403248186611298	0.10026368268539393	0.0	0.11841702267295884	0.0	0.0	0.0	0.0	0.0
Sample68	0.0	0.09008945442582977	0.0	0.09005511782854911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041052634708961915	0.0	0.0	0.0	0.0	0.0	0.0	0.09843073404854986	0.11752361863249028	0.0601540200433937	0.11624925884577435	0.0	0.0	0.0	0.0	0.03172569920945966	0.0	0.024503669188154623	0.0	0.0	0.0	0.0	0.08236294976665412	0.0	0.1476863683323757	0.0	0.044593100490465505	0.04622948166067443	0.0	0.009343892818666995
Sample69	0.0	0.0886416951407084	0.01948144543981717	0.0669765024257131	0.0	0.0	0.0	0.0	0.0	0.0	0.03940166616028608	0.05438506283366543	0.0	0.0599688170845113	0.0	0.0	0.19351695664909394	0.0214059747001768	0.0	0.0	0.0	0.0	0.0	0.03395728810494145	0.02901970501379397	0.0	0.0	0.08256058326877724	0.04546611508354188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05286480703916914	0.11360549704392299	0.0	0.08752979904815864	0.0	0.0	0.0	0.0	0.011218084963722603
Sample70	0.0	0.0955284481334476	0.0	0.07353648444543659	0.0	0.0	0.0	0.017215302353468413	0.0	0.0	0.0	0.06600469984250174	0.0	0.0	0.0	0.0	0.06211552800230424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08024285865124046	0.0	0.021825799407337212	0.12381347869781079	0.04236738670595193	0.0	0.0	0.0	0.04606491829328718	0.0	0.0	0.0	0.0	0.026788356526131006	0.0	0.13463275922327783	0.0	0.14049883648875128	0.0	0.0	0.0	0.0	0.06936514322905363
Sample71	0.012678790245632574	0.0871167057240293	0.0018981729809812756	0.0017275772772639365	0.03723650872924768	0.0	0.0	0.002834508223109736	0.0	0.0493070552033561	0.009950257478573131	0.06722125459965783	0.0	0.0	0.0	0.0	0.08957719774674475	0.01699409681815339	0.0	0.0	0.06158813701220231	0.0	0.0	0.005158693942655264	0.09154116050463704	0.0	0.007049081501214815	0.09094541935343334	0.0	0.0	0.0	0.06165424310077766	0.0	0.0	0.0	0.016739133957230642	0.0	0.0	0.016090806670447707	0.08871886322939164	0.077034569391819	0.10693776630944087	0.0	0.0	0.0	0.0	0.0
Sample72	0.0	0.1181534729677621	0.0	0.04885793023188234	0.0	0.0	0.0	0.04841196471166838	0.0	0.0	0.006530383568173984	0.0	0.0	0.0	0.0	0.0	0.027316992563515947	0.07440820938684321	0.0	0.0	0.0	0.0	0.0	0.02553987707364023	0.0849124717389453	0.0	0.0	0.10987854441467486	0.034119669822583416	0.0	0.0	0.013050263314777977	0.0	0.0	0.0	0.0	0.0	0.0	0.0680336149868502	0.17477171975837794	0.010077570170307117	0.1475183442374601	0.0	0.0	0.0	0.0	0.008418971052536826
Sample73	0.0	0.10320602512157614	0.0	0.0729401279795887	0.0	0.0	0.0	0.11485512043744543	0.0	0.0	0.044989606767582416	0.08612476273222403	0.0	0.0	0.0	0.0	0.0	0.03221441852931128	0.0	0.060770716208129856	0.0	0.002963757953409692	0.010383321845738473	0.0	0.08045358879043238	0.0	0.03049073904969873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07405748979794653	0.0	0.1513389868992341	0.0	0.07970614392653276	0.055505193961149425	0.0	0.0
Sample74	0.0	0.05796978863182151	0.0	0.052734829957603514	0.0	0.0	0.0	0.11305416216598263	0.0	0.0	0.020763454560030016	0.07642582249025333	0.0	0.0	0.0	0.0	0.014861759577666788	0.0668052677294152	0.0	0.0	0.10086279030484073	0.0	0.0	0.0	0.05635608369566045	0.0	0.0	0.09271802458212698	0.0	0.0	0.040602280307617006	0.0	0.0	0.0	0.0	0.0	0.0	0.03084498088850199	0.0	0.09130821644621694	0.0	0.16372887429676208	0.0	0.02096366436550087	0.0	0.0	0.0
Sample75	0.0	0.08812149758098911	0.0	0.04014890692442117	0.0	0.0	0.0	0.0	0.04724261056763639	0.0	0.0	0.038756427715704984	0.059433307528916804	0.0	0.041693473855473194	0.0	0.04597663255745681	0.06577699504982806	0.0	0.03901795015158031	0.0	0.0	0.0411056456538115	0.0	0.06648905029493894	0.0	0.0	0.07138187760011055	0.0	0.0	0.008301573157737536	0.0	0.027874304538801964	0.0	0.0	0.0	0.015182268147781472	0.0	0.0	0.08715605309314266	0.0	0.21634142558166852	0.0	0.0	0.0	0.0	0.0
Sample76	0.0	0.11183452804833079	0.039393769810887026	0.07046378946767663	0.0	0.0	0.0	0.04960196457915574	0.0	0.0	0.0	0.21895608170767306	0.0	0.0	0.0	0.0	0.03130175829110276	0.032384136506306394	0.0	0.0791873199165733	0.0	0.015682301612834192	0.0	0.0	0.06683609879058153	0.0	0.0	0.11324045503260721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004936618578512756	0.08321563355972872	0.0	0.08296554409802995	0.0	0.0	0.0	0.0	0.0
Sample77	0.0	0.10244344738388009	0.0	0.07289951453083263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05033343195865523	0.0	0.0	0.0	0.0	0.020154340786175853	0.0267320397900984	0.0	0.0	0.0	0.0	0.0	0.0	0.14569062438741298	0.0	0.019728661214051285	0.09448901673604457	0.0	0.0	0.0	0.04512743930030412	0.0	0.0	0.0	0.0	0.0	0.027267727236104638	0.0	0.16094502123506807	0.0	0.12555346165593098	0.0	0.04044349310922532	0.0	0.0	0.06819178067621597
Sample78	0.0	0.08179735556679096	0.06204851144310088	0.08613095133832713	0.0	0.0	0.0	0.0	0.0	0.0	0.044251938151757444	0.0	0.0	0.0	0.0	0.0	0.03340085745640179	0.030943652152447973	0.02888629287041107	0.0	0.0	0.0	0.0	0.0	0.17326147761733407	0.0	0.006233670473958205	0.05518649497763306	0.0	0.0	0.0	0.0	0.0	0.03356753796151526	0.0	0.04048693096858484	0.0	0.0	0.0008957074139725582	0.13579449837928803	0.0	0.10526710281514401	0.027763079167923203	0.0	0.05408394124540962	0.0	0.0
Sample79	0.0	0.017050157522743675	0.11032260354746355	0.022963753219552595	0.0	0.0	0.04920684056522423	0.026380659342907398	0.0	0.0	0.028276500942949766	0.06613697856767353	0.0	0.0	0.0	0.0	0.11069655777913338	0.07670913724633864	0.0	0.0	0.11427231474881845	0.0	0.0	0.0	0.0353701395014805	0.0	0.0	0.021926853911977778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10144034400946447	0.0	0.0	0.08608004782417455	0.0	0.08434839602307338	0.0	0.048818715247024275
Sample80	0.0	0.08647151377171158	0.0	0.06654270712157359	0.0	0.0	0.0	0.05963019790464668	0.0	0.0	0.04079712924107722	0.033240019035099704	0.0	0.039664159160668365	0.0	0.0	0.01241841874828385	0.005089592433520348	0.0	0.0	0.0	0.0	0.0	0.0	0.08261477536984209	0.0	0.028003638937510258	0.11220899275079232	0.029764033440760757	0.07614857524980899	0.05187979538042095	0.0	0.021657763714475215	0.0	0.0	0.0	0.011420842962747348	0.0	0.017542548038113122	0.11590446515246561	0.0	0.07562737192882889	0.0	0.0	0.0	0.0	0.03337345965765314
Sample81	0.0	0.024511419094508602	0.0	0.07061547380766625	0.0	0.0	0.01671831281628983	0.08656931006494817	0.0	0.0	0.0	0.0	0.0	0.03226088676514905	0.0	0.0	0.0	0.06071082331853911	0.0	0.08937606552782615	0.0	0.0	0.0	0.0	0.08089894056104249	0.0	0.0	0.09552405853158011	0.0	0.0	0.04922130209312856	0.0	0.035717943688571424	0.0	0.0	0.0	0.0	0.02558386751459393	0.0018609967111878137	0.16626508164524725	0.0	0.11689629651236909	0.0	0.0	0.0	0.0	0.04726922134735212
Sample82	0.0	0.0494116741149984	0.06704929383081065	0.01704605622366324	0.0	0.0	0.0	0.07331305398127153	0.0	0.0	0.019975940744807588	0.020659195825699205	0.0	0.0	0.0	0.0	0.0	0.13220965225742692	0.0	0.06802851457898176	0.06610559821840761	0.010147731104494307	0.0	0.0	0.06897690937112912	0.06949801086422186	0.04988956349095689	0.07047344257308973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035300620514183416	0.0	0.0	0.08940548914873984	0.0	0.05137456905755269	0.041134684099565215	0.0	0.0	0.0	0.0
Sample83	0.0	0.08772637177257252	0.0	0.058257608265289265	0.0	0.0	0.0	0.0	0.0	0.0	0.009985238377189745	0.019981290119310654	0.0	0.0	0.0	0.043762688894446795	0.0	0.018168325987957125	0.0	0.07441029791221516	0.0	0.03192027399496844	0.0	0.0	0.10137685824007181	0.07783311769783376	0.03937393543618238	0.09003320729814804	0.0	0.0	0.0	0.0	0.052958200412792096	0.0	0.0	0.03892903860148083	0.0	0.0	0.0	0.10065722747923318	0.035075637900101805	0.11955068161020643	0.0	0.0	0.0	0.0	0.0
Sample84	0.0	0.09435879021633845	0.0	0.08019862419998343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1347179798706487	0.0	0.04084019474947156	0.0	0.0	0.05368617702343995	0.03548273272167447	0.0	0.0	0.0	0.0	0.0	0.0	0.07752642177350363	0.0	0.0	0.0721469410274967	0.0	0.0	0.044285724281270575	0.0	0.0	0.0	0.0	0.0	0.0	0.022669576693993904	0.0	0.15372881498441046	0.0	0.15992378278895145	0.0	0.03043423966881666	0.0	0.0	0.0
Sample85	0.0	0.08468005805587463	0.0	0.06283030700558259	0.0	0.0	0.0	0.0	0.0	0.0	0.034914679444908565	0.047901022894425146	0.0	0.0	0.0	0.0	0.0263870188737595	0.014367718784026368	0.0	0.05388373211923795	0.0	0.05699568052635688	0.044383499206515555	0.0	0.015765180917420258	0.11793782120822177	0.04501463579109481	0.04415023811348742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033778000882086184	0.03911704007011526	0.10902878481726977	0.0	0.10737371243511899	0.0	0.0	0.0	0.0	0.06149086885449851
Sample86	0.0	0.037337711157525946	0.04323711076698033	0.030926423408609224	0.0	0.0	0.03250181766616082	0.0	0.0	0.0	0.0	0.10614330167379028	0.0	0.0	0.0	0.017622719998245395	0.0	0.014035172043530211	0.0	0.0	0.0	0.0	0.0	0.0	0.0905467422172919	0.0	0.019670739667927217	0.09248424116989873	0.0	0.0	0.08324135719742044	0.02200679739325649	0.0	0.0	0.023499106549851746	0.0326359648082124	0.0	0.029743738904557775	0.05115526354827248	0.10717817283191408	0.0	0.06017493671348509	0.0526058218898543	0.03152436727380409	0.0	0.0	0.021728493119411118
Sample87	0.0	0.0808927089679383	0.02580607001649683	0.07324376186021139	0.0	0.0	0.02384727666772802	0.0	0.0	0.0	0.0	0.0	0.0	0.04268545465471835	0.0	0.0	0.016181239528271493	0.06979530009524958	0.0	0.0	0.0	0.04754614186320049	0.0	0.0	0.08147205158406465	0.0	0.0	0.10534256198527354	0.018019680962650844	0.0	0.04948937650115194	0.018539049897997418	0.007576026881225124	0.0	0.0	0.0	0.0	0.0	0.054237393548612865	0.12549277411734958	0.0	0.15479240390645466	0.0	0.00504072696140487	0.0	0.0	0.0
Sample88	0.0	0.02645810966556285	0.0	0.10075712588987704	0.0	0.0	0.0	0.05590288268028682	0.0	0.0	0.04620619796816721	0.048057523416947634	0.0	0.0	0.0	0.0	0.009885371248127767	0.0	0.0	0.0	0.0	0.028956262006104665	0.0	0.0	0.08640641551268369	0.0	0.0	0.09027093382145493	0.0	0.0	0.06784598500026541	0.0	0.0	0.0	0.0	0.034245890080287125	0.0	0.0	0.06676818726161447	0.16615006430590185	0.0	0.17146612882055087	0.0	0.0006229223221677529	0.0	0.0	0.0
Sample89	0.0	0.11329738338728468	0.0	0.09073856331992208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023357896817637353	0.0	0.0	0.0	0.0	0.010535668447213889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16407362953717877	0.0	0.0	0.15420243806449485	0.0	0.0	0.0	0.0	0.06535394945010774	0.0	0.0	0.0	0.0	0.0	0.0022038335152520035	0.1558863112773907	0.0	0.22030473602571748	0.0	4.5590157800498724e-05	0.0	0.0	0.0
Sample90	0.0	0.06259597678388451	0.0	0.11837763193531439	0.0	0.0	0.0	0.019741426859729315	0.0	0.0	0.026764141139773674	0.018352913969069892	0.0	0.0	0.0	0.0	0.0	0.042143816821368786	0.0	0.0	0.0	0.0	0.0	0.0	0.04527268828124952	0.0	0.0	0.10161903530935919	0.0	0.0	0.0	0.0	0.020438043460124074	0.05872384863520003	0.0	0.0	0.0	0.018292383248568647	0.0	0.14797469899083462	0.0401029664547316	0.21040577619280149	0.0	0.0	0.04106510071131865	0.0	0.028129551206671745
Sample91	0.0	0.056302456698760404	0.07718190981116033	0.04509000121771151	0.0	0.0	0.01775713063257369	0.013668933467250292	0.004651651262878566	0.0	0.023298788692954764	0.05272230553297327	0.0	0.0	0.0	0.0	0.03502030085938486	0.028748794866544893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11383824138575473	0.07866665604881559	0.06261742990231778	0.03201860906234932	0.0	0.0	0.02895483398276426	0.038443789969217615	0.0	0.0	0.0	0.0	0.0	0.02120157773363802	0.10820759433598164	0.0	0.09108795297115167	0.0214493691991099	0.0066764240294922735	0.0	0.0	0.04239524833721466
Sample92	0.0	0.12545247763291165	0.0	0.0743645944098099	0.0	0.0	0.0	0.0648989604282556	0.0	0.0	0.03459815822019863	0.020822041845657852	0.0	0.0	0.0	0.0	0.019096389501010863	0.035316325548214234	0.0	0.0	0.0	0.034000470348049455	0.0	0.0	0.022826642755570867	0.0	0.02853370924911753	0.13119713792988272	0.061615314407854796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.057945877840430295	0.15567072555888023	0.020488087948676206	0.11317308637547904	0.0	0.0	0.0	0.0	0.0
Sample93	0.0	0.10801439367634753	0.0	0.05689056132224365	0.0	0.0	0.0	0.018603274177992863	0.0	0.0	0.0004995614883899627	0.05755864339807803	0.0	0.06817745415151945	0.0	0.0	0.0	0.054947644378875254	0.02101902154928785	0.10227510217373549	0.0	0.0	0.0	0.0	0.01589416657245486	0.0	0.0	0.10397667370449674	0.0	0.0	0.0	0.0	0.038010313452453176	0.0	0.0	0.0	0.0	0.0	0.0	0.08306382063513346	0.0	0.20463292907902186	0.02069413691601781	0.0	0.0	0.0	0.04574230332395187
Sample94	0.0	0.05547167137211912	0.08033515408498482	0.05778641705556383	0.0	0.0	0.0	0.0	0.0	0.0	0.034896625148251155	0.08124092489090314	0.0	0.0	0.0	0.0	0.0021362639524248814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11115212973476704	0.08921204873481592	0.0383920337837522	0.08221562278319208	0.036739169421795254	0.0	0.0	0.0	0.0	0.0	0.0	0.03722462925944468	0.0	0.0	0.003329467748301994	0.20026053745745204	0.006757948538176722	0.08284935603405535	0.0	0.0	0.0	0.0	0.0
Sample95	0.0	0.1300211674610179	0.0	0.08734268597938026	0.0	0.0	0.011655258202080247	0.0	0.0	0.0	0.08760726319090546	0.01881680033522967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02449204416834619	0.0	0.07951106270162084	0.10799440800597546	0.0	0.0	0.0	0.02364351017790867	0.03371788468214744	0.0	0.038093516405063935	0.0	0.0	0.0	0.0	0.0950702651072969	0.0	0.15231324482302824	0.0	0.021717519510706815	0.04357938218106481	0.0	0.0444239870682272
Sample96	0.0	0.09119665433771405	0.0	0.051713546862300924	0.0	0.0	0.0	0.04183653181600422	0.0	0.0	0.07524587638175505	0.0	0.0	0.0	0.0	0.0	0.02768699672296627	0.041979985560502524	0.0	0.0	0.0	0.05547041703444671	0.0	0.0	0.08804228193142355	0.0	0.03852699875152753	0.08409540440652653	0.0	0.0	0.007380515884713914	0.0	0.022428278294973226	0.0	0.0	0.0	0.09136325678906257	0.0	0.0	0.12109207323395028	0.0	0.15146466161568745	0.0	0.010476520376445206	0.0	0.0	0.0
Sample97	0.0	0.051667735145760806	0.0	0.09034531831809768	0.0	0.0	0.0	0.0	0.0	0.05792776688614854	0.05442237345434207	0.041231913512887144	0.0	0.048909347262823526	0.0	0.0	0.0	0.027806110105210873	0.0	0.0	0.047971223987761734	0.0	0.0769469180813848	0.038056933540221605	0.004988998812730115	0.0	0.040773306090531466	0.11145941383592252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03219106084696919	0.0	0.0	0.07600983317204556	0.0	0.17368897927011467	0.0	0.025602767677047736	0.0	0.0	0.0
Sample98	0.0	0.09664630633528196	0.0	0.09967122203863185	0.0	0.0	0.0	0.08086766157672061	0.0	0.0	0.015607411888438154	0.015032568625324413	0.0	0.07469605349132102	0.0	0.0	0.0	0.06196302155286941	0.0	0.0	0.0	0.008941868755814817	0.029999074560946835	0.0	0.053483279454032605	0.0	0.016234681740621152	0.08917609279110476	0.0	0.08414214837893291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07869391895362361	0.05773287486008245	0.0	0.10825180280342009	0.0	0.028860012192833507	0.0	0.0	0.0
